Rohu–Labeo Rohita,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Rohu–Labeo Rohita,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Rohu–Labeo Rohita,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Rohu–Labeo Rohita,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Rohu–Labeo Rohita,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Rohu–Labeo Rohita,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Necton,Plankton,Rooted high plants,Agricultural Waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs"
Rohu–Labeo Rohita,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Agricultural Waste,Pollutry Waste"
Rohu–Labeo Rohita,Open-Aquaculture,Semi-Intensive Input,Artificial,"Pollutry Waste,Slaughter house"
Rohu–Labeo Rohita,Open-Aquaculture,Intensive aquaculture,Artificial,"Kitchen artificial Waste,Slaughter house"
Rohu–Labeo Rohita,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste"
Rohu–Labeo Rohita,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Backery and diary waste,Pollutry Waste"
Rohu–Labeo Rohita,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Rohu–Labeo Rohita,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Catla–Indian Carp,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Catla–Indian Carp,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Catla–Indian Carp,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Catla–Indian Carp,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Catla–Indian Carp,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Catla–Indian Carp,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Catla–Indian Carp,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Catla–Indian Carp,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Catla–Indian Carp,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Catla–Indian Carp,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Catla–Indian Carp,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Catla–Indian Carp,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Catla–Indian Carp,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Catla–Indian Carp,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Catla–Indian Carp,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Catla–Indian Carp,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Catla–Indian Carp,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Catla–Indian Carp,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Tor Tor–Mahseer,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Tor Tor–Mahseer,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Tor Tor–Mahseer,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Tor Tor–Mahseer,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tor Tor–Mahseer,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Tor Tor–Mahseer,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tor Tor–Mahseer,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Tor Tor–Mahseer,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tor Tor–Mahseer,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Tor Tor–Mahseer,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Tor Tor–Mahseer,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Tor Tor–Mahseer,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Tor Tor–Mahseer,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Tor Tor–Mahseer,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Tor Tor–Mahseer,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Tor Tor–Mahseer,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Tor Tor–Mahseer,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Tor Tor–Mahseer,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Hilsa–Ilish Shadr,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Hilsa–Ilish Shadr,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Hilsa–Ilish Shadr,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Hilsa–Ilish Shadr,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Hilsa–Ilish Shadr,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Hilsa–Ilish Shadr,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Hilsa–Ilish Shadr,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Hilsa–Ilish Shadr,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Hilsa–Ilish Shadr,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Hilsa–Ilish Shadr,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Hilsa–Ilish Shadr,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Hilsa–Ilish Shadr,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Hilsa–Ilish Shadr,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Kajuli–Ailia Coila,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Kajuli–Ailia Coila,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Kajuli–Ailia Coila,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Kajuli–Ailia Coila,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Kajuli–Ailia Coila,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Kajuli–Ailia Coila,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Kajuli–Ailia Coila,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Kajuli–Ailia Coila,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Kajuli–Ailia Coila,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Kajuli–Ailia Coila,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Kajuli–Ailia Coila,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Kajuli–Ailia Coila,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Kajuli–Ailia Coila,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Kajuli–Ailia Coila,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Kajuli–Ailia Coila,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Kajuli–Ailia Coila,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Kajuli–Ailia Coila,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Kajuli–Ailia Coila,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Tilapia–Cichlid Fish,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Tilapia–Cichlid Fish,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Tilapia–Cichlid Fish,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tilapia–Cichlid Fish,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Tilapia–Cichlid Fish,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Tilapia–Cichlid Fish,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Tilapia–Cichlid Fish,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Tilapia–Cichlid Fish,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Tilapia–Cichlid Fish,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Tilapia–Cichlid Fish,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Tilapia–Cichlid Fish,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Tilapia–Cichlid Fish,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Tilapia–Cichlid Fish,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Rani–Pink Perch,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Rani–Pink Perch,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Rani–Pink Perch,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Rani–Pink Perch,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Rani–Pink Perch,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Rani–Pink Perch,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Rani–Pink Perch,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Rani–Pink Perch,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Rani–Pink Perch,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Rani–Pink Perch,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Rani–Pink Perch,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Rani–Pink Perch,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Rani–Pink Perch,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Rani–Pink Perch,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Rani–Pink Perch,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Rani–Pink Perch,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Rani–Pink Perch,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Rani–Pink Perch,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Calbasu–Labeo Calbasu,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Calbasu–Labeo Calbasu,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Calbasu–Labeo Calbasu,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Calbasu–Labeo Calbasu,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Calbasu–Labeo Calbasu,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Vaam–River Eel,Open-Aquaculture,Extensive aquaculture Input,Organic,"Rooted high plants,Plankton,Agricultural Waste"
Vaam–River Eel,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Vaam–River Eel,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Vaam–River Eel,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Vaam–River Eel,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Vaam–River Eel,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Vaam–River Eel,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Vaam–River Eel,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Vaam–River Eel,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Vaam–River Eel,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Vaam–River Eel,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Vaam–River Eel,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Vaam–River Eel,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Vaam–River Eel,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Vaam–River Eel,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Vaam–River Eel,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Vaam–River Eel,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Vaam–River Eel,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Karimeen-Green Chromide,Open-Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Karimeen-Green Chromide,Open-Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs"
Karimeen-Green Chromide,Open-Aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails,Necton,Plankton"
Karimeen-Green Chromide,Semi-closed aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Karimeen-Green Chromide,Semi-closed aquaculture,Semi-Intensive Input,Organic,"Necton,Plankton,Rooted high plants"
Karimeen-Green Chromide,Semi-closed aquaculture,Intensive aquaculture,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Karimeen-Green Chromide,Closed_Aquaculture,Extensive aquaculture Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste,Agricultural Waste"
Karimeen-Green Chromide,Closed_Aquaculture,Semi-Intensive Input,Organic,"Worms,Fish larva , snails ,Autwchs,Kitchen Waste"
Karimeen-Green Chromide,Closed_Aquaculture,Intensive aquaculture,Organic,"Food factory Waste,Backery and diary waste"
Karimeen-Green Chromide,Open-Aquaculture,Extensive aquaculture Input,Artificial,"Backery and diary waste,Pollutry Waste"
Karimeen-Green Chromide,Open-Aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste"
Karimeen-Green Chromide,Open-Aquaculture,Intensive aquaculture,Artificial,"Pollutry Waste,Slaughter house,Backery and diary waste,Pollutry Waste"
Karimeen-Green Chromide,Semi-closed aquaculture,Extensive aquaculture Input,Artificial,"Food factory Waste,Backery and diary waste,Pollutry Waste"
Karimeen-Green Chromide,Semi-closed aquaculture,Semi-Intensive Input,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
Karimeen-Green Chromide,Semi-closed aquaculture,Intensive aquaculture,Artificial,"Agricultural Waste,Pollutry Waste"
Karimeen-Green Chromide,Closed_Aquaculture,Extensive aquaculture Input,Artificial,"Pollutry Waste,Slaughter house"
Karimeen-Green Chromide,Closed_Aquaculture,Semi-Intensive Input,Artificial,"Kitchen artificial Waste,Slaughter house"
Karimeen-Green Chromide,Closed_Aquaculture,Intensive aquaculture,Artificial,"Slaughter house , meat shop waste,Backery and diary waste,Pollutry Waste"
